Symbol,Company Name,Promoter Delta %,FII Delta %,DII Delta %,Mutual Fund Delta %,Pledge Delta %
SMLT,Sarthak Metals Limited,22.02,-13.07,-5.57,-3.81,0.0
SMSPHARMA,SMS Pharmaceuticals Limited,15.66,-0.75,-5.58,-2.94,0.4
SNOWMAN,Snowman Logistics Limited,-1.87,14.39,1.93,0.18,0.0
SOBHA,Sobha Limited,-4.16,-7.24,0.19,-1.48,0.0
SOFTTECH,Softtech Engineers Limited,10.62,6.4,-7.34,-4.51,0.0
SOLARA,Solara Active Pharma Sciences Limited,1.07,-3.05,-3.61,-1.11,0.0
SOLARINDS,Solar Industries India Limited,-9.6,3.92,10.59,6.31,0.0
SOLARWORLD,Solarworld Energy Solutions Limited,5.36,-7.91,-10.07,-4.63,0.0
SOLEX,Solex Energy Limited,-8.05,9.63,5.37,3.62,0.0
SOMANYCERA,Somany Ceramics Limited,-3.43,-4.9,7.38,8.07,0.0
SOMATEX,Soma Textiles & Industries Limited,-3.13,-11.32,5.2,6.26,0.0
SOMICONVEY,Somi Conveyor Beltings Limited,0.92,11.92,-3.67,-3.75,11.4
SONACOMS,Sona BLW Precision Forgings Limited,-0.97,-0.32,-6.13,-2.33,5.2
SONAL,Sonal Mercantile Limited,10.38,-9.08,-3.07,-3.59,0.0
SONAMLTD,SONAM LIMITED,6.91,-2.44,-7.17,-6.16,0.0
SONATSOFTW,Sonata Software Limited,-10.61,-0.53,-3.55,-2.99,0.0
SOTL,Savita Oil Technologies Limited,-14.36,-2.63,4.73,3.04,-4.8
SOUTHBANK,The South Indian Bank Limited,0.01,-6.32,-0.25,-2.06,0.0
SOUTHWEST,South West Pinnacle Exploration Limited,-20.24,11.98,2.59,0.59,0.0
SPAL,S. P. Apparels Limited,2.47,-4.05,-7.67,-2.31,0.0
SPANDANA,Spandana Sphoorty Financial Limited,-4.27,2.45,6.49,7.28,-6.0
SPARC,Sun Pharma Advanced Research Company Limited,-8.11,-11.42,14.58,7.52,0.0
SPCENET,Spacenet Enterprises India Limited,-5.82,4.89,-4.04,-2.77,-7.4
SPECIALITY,Speciality Restaurants Limited,-19.89,1.24,12.77,7.26,13.1
SPECTRUM,Spectrum Electrical Industries Limited,10.85,-1.32,-6.81,-6.66,-5.1
SPENCERS,Spencer's Retail Limited,-18.89,11.34,10.84,7.48,-12.9
SPIC,Southern Petrochemicals Industries Corporation  Limited,-2.14,7.92,3.63,4.76,-4.4
SPLIL,SPL Industries Limited,15.54,-2.79,-13.9,-8.76,0.0
SPLPETRO,Supreme Petrochem Limited,9.07,9.56,-3.56,-0.67,0.0
SPMLINFRA,SPML Infra Limited,11.17,-15.24,6.59,6.03,0.0
SPORTKING,Sportking India Limited,-4.86,-3.42,-2.25,-3.46,0.0
SRD,Shankar Lal Rampal Dye-Chem Limited,8.54,10.24,-2.78,-2.29,0.0
SREEL,Sreeleathers Limited,17.37,-11.01,-9.77,-5.75,1.0
SRF,SRF Limited,6.38,2.64,5.69,4.99,0.0
SRGHFL,SRG Housing Finance Limited,6.04,1.95,-2.31,-1.02,0.0
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,-14.88,11.56,-0.47,3.37,-12.8
SRM,SRM Contractors Limited,4.42,4.99,1.08,1.2,0.0
SRPL,Shree Ram Proteins Limited,-13.72,9.93,3.58,2.68,0.0
SRTL,Shree Ram Twistex Limited,8.27,-5.21,-3.75,1.08,0.0
SSDL,Saraswati Saree Depot Limited,-11.91,4.93,7.12,4.6,0.0
SSWL,Steel Strips Wheels Limited,-23.22,11.07,9.1,7.63,0.0
STALLION,Stallion India Fluorochemicals Limited,-7.07,-10.37,23.53,13.97,13.6
STANLEY,Stanley Lifestyles Limited,-12.19,-7.23,8.56,5.27,-10.4
STAR,Strides Pharma Science Limited,1.52,0.26,-1.0,-0.71,0.0
STARCEMENT,Star Cement Limited,0.95,8.52,-4.65,-1.68,0.0
STARHEALTH,Star Health and Allied Insurance Company Limited,10.5,-6.78,0.58,-1.49,0.0
STARPAPER,Star Paper Mills Limited,-3.3,-7.87,-2.5,-2.91,0.0
STARTECK,Starteck Finance Limited,-3.71,-2.57,6.67,4.97,0.0
STCINDIA,The State Trading Corporation of India Limited,-9.38,15.28,-1.4,-0.33,0.0
STEELCAS,Steelcast Limited,14.85,-6.86,-7.77,-6.87,0.0
STEELCITY,Steel City Securities Limited,-9.16,2.58,0.64,1.97,9.5
STEELXIND,STEEL EXCHANGE INDIA LIMITED,5.33,13.59,-5.21,-6.29,0.0
STEL,Stel Holdings Limited,-2.65,14.04,-4.52,-1.47,0.0
STERTOOLS,Sterling Tools Limited,-11.49,-0.08,4.4,1.18,0.0
STLNETWORK,STL Networks Limited,-2.64,0.96,9.32,4.24,-11.5
STLTECH,Sterlite Technologies Limited,3.17,4.29,1.39,1.18,0.0
STOVEKRAFT,Stove Kraft Limited,15.65,1.57,-2.32,-6.13,0.0
STUDDS,Studds Accessories Limited,5.25,-17.54,4.93,7.47,0.0
STYL,Seshaasai Technologies Limited,0.05,0.12,3.9,2.74,0.0
STYLAMIND,Stylam Industries Limited,-10.97,18.05,-3.73,-1.2,4.6
STYLEBAAZA,Baazar Style Retail Limited,-11.53,-5.61,7.79,5.17,0.0
STYRENIX,Styrenix Performance Materials Limited,7.8,-10.06,4.87,2.06,15.0
SUBEXLTD,Subex Limited,9.15,-6.38,5.16,1.64,4.8
SUBROS,Subros Limited,13.23,-2.19,-11.58,-7.24,1.5
SUDARCOLOR,Sudarshan Colorants India Limited,9.7,-12.88,9.66,1.69,0.0
SUDARSCHEM,Sudarshan Chemical Industries Limited,8.73,-15.39,-7.32,-6.48,0.0
SUDEEPPHRM,Sudeep Pharma Limited,-5.25,5.51,3.33,5.93,0.0
SUKHJITS,Sukhjit Starch & Chemicals Limited,17.48,-3.27,-7.16,-3.19,0.0
SULA,Sula Vineyards Limited,2.26,3.37,5.45,4.24,0.0
SUMEET-RE,Sumeet Industries Limited-RE,0.02,-10.51,7.3,6.45,14.3
SUMEETINDS,Sumeet Industries Limited,8.37,-3.24,-2.24,-0.92,0.0
SUMICHEM,Sumitomo Chemical India Limited,-4.92,10.57,-8.99,-9.68,0.0
SUMIT,Sumit Woods Limited,23.55,-5.48,-6.07,-7.03,0.0
SUMMITSEC,Summit Securities Limited,5.81,14.01,-13.69,-6.1,0.0
SUNCLAY,Sundaram Clayton Limited,17.2,-5.39,-8.82,-5.82,5.7
SUNDARAM,Sundaram Multi Pap Limited,4.23,1.55,-5.4,-5.0,0.0
SUNDARMFIN,Sundaram Finance Limited,-9.51,17.05,-9.96,-4.76,0.0
SUNDRMBRAK,Sundaram Brake Linings Limited,6.75,-1.87,0.43,0.84,3.5
SUNDRMFAST,Sundram Fasteners Limited,-27.5,22.89,5.52,2.32,5.8
SUNDROP,Sundrop Brands Limited,15.56,-3.78,-6.05,-2.23,1.3
SUNFLAG,Sunflag Iron And Steel Company Limited,15.67,-0.9,-4.79,-3.47,0.0
SUNPHARMA,Sun Pharmaceutical Industries Limited,9.04,-11.7,8.03,6.33,0.0
SUNTECK,Sunteck Realty Limited,14.38,-6.61,-10.19,-5.79,0.0
SUNTV,Sun TV Network Limited,20.91,-0.75,-6.86,-3.35,0.0
SUPERHOUSE,Superhouse Limited,6.27,2.53,-8.98,-4.61,0.0
SUPERSPIN,Super Spinning Mills Limited,-7.96,6.14,-0.67,-0.8,0.0
SUPRAJIT,Suprajit Engineering Limited,-6.58,0.64,-3.8,-3.42,10.6
SUPREME,Supreme Holdings & Hospitality (India) Limited,-9.86,3.37,11.81,5.41,0.5
SUPREMEENG,Supreme Engineering Limited,7.65,3.57,-0.2,2.21,12.7
SUPREMEIND,Supreme Industries Limited,15.74,-6.51,-8.67,-7.15,0.0
SUPREMEINF,Supreme Infrastructure India Limited,-1.27,1.21,6.77,7.04,0.0
SUPRIYA,Supriya Lifescience Limited,-12.03,2.74,9.42,4.81,0.0
SURAJEST,Suraj Estate Developers Limited,-12.27,8.43,-0.59,1.34,0.0
SURAJLTD,Suraj Limited,-1.98,7.84,2.6,3.06,0.0
SURAKSHA,Suraksha Diagnostic Limited,-1.09,0.42,-3.31,-1.11,0.0
SURANASOL,Surana Solar Limited,-8.7,7.34,5.88,6.17,0.0
SURANAT&P,Surana Telecom and Power Limited,-11.43,6.33,6.64,5.18,0.0
SURYALA,Suryalata Spinning Mills Limited,-7.36,-3.06,1.63,-0.84,0.0
SURYALAXMI,Suryalakshmi Cotton Mills Limited,1.42,-3.9,-2.59,-1.37,-1.8
SURYAROSNI,Surya Roshni Limited,9.76,-7.72,-9.42,-3.55,0.0
SURYODAY,Suryoday Small Finance Bank Limited,6.34,-0.91,-11.48,-9.53,-13.9
SUTLEJTEX,Sutlej Textiles and Industries Limited,5.44,0.33,2.68,1.56,0.0
SUVEN,Suven Life Sciences Limited,3.35,-12.05,4.98,4.01,-5.1
SUVIDHAA,Suvidhaa Infoserve Limited,1.46,-3.4,3.75,3.86,0.0
SUYOG,Suyog Telematics Limited,12.83,-11.07,6.29,5.72,-10.5
SUZLON,Suzlon Energy Limited,-15.63,1.46,9.36,3.65,0.0
SVLL,Shree Vasu Logistics Limited,13.79,-10.46,0.0,4.39,0.0
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,-1.62,-8.29,-2.03,0.63,0.0
SWANCORP,SWAN CORP LIMITED,-6.59,4.04,-5.93,-3.62,0.0
SWANDEF,Swan Defence and Heavy Industries Limited,-15.68,7.98,4.39,1.65,8.6
SWARAJENG,Swaraj Engines Limited,-3.56,-5.56,8.8,5.53,-4.8
SWELECTES,Swelect Energy Systems Limited,-6.5,10.42,-8.93,-7.45,0.0
SWIGGY,Swiggy Limited,2.98,-9.16,6.38,2.09,3.4
SWSOLAR,Sterling and Wilson Renewable Energy Limited,7.56,8.1,-13.87,-7.28,1.0
SYMPHONY,Symphony Limited,-8.97,-3.81,2.39,2.4,0.0
SYNCOMF,Syncom Formulations (India) Limited,-0.24,0.06,11.71,10.34,0.0
SYNGENE,Syngene International Limited,-9.63,7.3,2.47,-1.63,-4.8
SYRMA,Syrma SGS Technology Limited,-4.09,19.13,-7.25,-5.8,0.0
SYSTMTXC,Systematix Corporate Services Limited,-4.26,6.1,1.68,6.3,-7.4
TAALTECH,Taal Tech Limited,10.17,-8.36,-0.66,-1.14,-2.2
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,3.9,5.47,-7.14,-3.38,0.0
TAJGVK,Taj GVK Hotels & Resorts Limited,-6.49,5.17,0.9,1.76,-7.8
TAKE,Take Solutions Limited,7.24,-16.62,8.02,6.84,0.0
TALBROAUTO,Talbros Automotive Components Limited,-3.21,19.31,-11.34,-5.53,-4.7
TAMBOLIIN,Tamboli Industries Limited,2.05,-6.72,2.7,3.55,0.0
TANLA,Tanla Platforms Limited,6.72,-0.21,-0.56,2.79,0.0
TARACHAND,Tara Chand InfraLogistic Solutions Limited,4.3,-4.32,8.71,5.99,0.0
TARAPUR,Tarapur Transformers Limited,1.2,1.62,7.91,6.43,0.0
TARC,TARC Limited,-7.03,10.55,1.07,-1.07,0.0
TARIL,Transformers And Rectifiers (India) Limited,17.67,-13.73,-3.06,-2.36,0.0
TARMAT,Tarmat Limited,-6.72,2.44,-5.2,-4.82,0.0
TARSONS,Tarsons Products Limited,3.65,-8.75,3.14,1.86,0.0
TASTYBITE,Tasty Bite Eatables Limited,-2.26,-0.74,4.28,3.63,0.0
TATACAP,Tata Capital Limited,20.95,-3.01,-8.11,-5.11,11.6
TATACHEM,Tata Chemicals Limited,-1.4,6.49,-7.49,-2.37,0.0
TATACOMM,Tata Communications Limited,18.63,-4.81,-5.66,-4.08,2.1
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,-0.66,-6.08,4.79,0.01,0.0
TATAELXSI,Tata Elxsi Limited,15.26,-4.52,-13.26,-8.43,0.0
TATAINVEST,Tata Investment Corporation Limited,-14.06,6.71,0.06,-0.14,0.0
TATAPOWER,Tata Power Company Limited,13.84,-1.41,-7.26,-3.96,0.0
TATASTEEL,Tata Steel Limited,-0.95,-15.35,5.24,2.94,0.0
TATATECH,Tata Technologies Limited,3.31,-3.38,-4.73,-2.33,10.9
TATVA,Tatva Chintan Pharma Chem Limited,8.44,2.18,-3.79,0.0,0.0
TBOTEK,TBO Tek Limited,4.98,-0.6,-1.25,-2.11,0.0
TBZ,Tribhovandas Bhimji Zaveri Limited,-15.39,-11.78,12.34,10.84,0.0
TCC,TCC Concept Limited,14.31,-12.08,1.07,-0.73,0.0
TCI,Transport Corporation of India Limited,-2.39,4.69,-4.25,1.17,0.0
TCIEXP,TCI Express Limited,-1.79,-6.68,9.35,7.03,0.0
TCIFINANCE,TCI Finance Limited,-21.87,10.5,9.71,7.03,0.0
TCPLPACK,TCPL Packaging Limited,12.24,-1.62,-0.29,-0.14,0.0
TCS,Tata Consultancy Services Limited,0.64,0.48,-1.29,-1.79,0.0
TDPOWERSYS,TD Power Systems Limited,3.75,-25.86,14.69,11.73,0.0
TEAMGTY,Team India Guaranty Limited,-4.68,14.21,-13.41,-9.07,0.0
TEAMLEASE,Teamlease Services Limited,-10.29,13.81,-1.67,-0.96,0.0
TECHM,Tech Mahindra Limited,-5.07,1.98,11.85,9.21,0.0
TECHNOE,Techno Electric & Engineering Company Limited,-11.14,0.65,4.6,5.17,0.0
TECHNVISN,TechNVision Ventures Limited,-14.63,-4.66,10.14,6.6,12.1
TECILCHEM,TECIL Chemicals and Hydro Power Limited,22.4,-9.52,6.63,4.53,0.0
TEGA,Tega Industries Limited,-8.56,11.65,5.5,6.43,0.0
TEJASNET,Tejas Networks Limited,16.21,0.38,-8.16,-4.81,13.1
TEMBO,Tembo Global Industries Limited,-6.1,2.91,-0.53,-2.13,0.0
TENNIND,Tenneco Clean Air India Limited,22.12,-8.14,0.1,0.18,-2.6
TERASOFT,Tera Software Limited,5.21,0.31,-0.78,-0.57,0.0
TEXINFRA,Texmaco Infrastructure & Holdings Limited,-3.46,15.35,-5.95,-6.8,0.0
TEXMOPIPES,Texmo Pipes and Products Limited,1.57,16.99,-8.98,-5.84,0.0
TEXRAIL,Texmaco Rail & Engineering Limited,4.59,-12.24,-2.1,-0.36,0.0
TFCILTD,Tourism Finance Corporation of India Limited,-4.37,-6.13,5.22,4.94,0.0
TFL,Transwarranty Finance Limited,6.85,-12.34,-8.55,-3.18,0.0
TGBHOTELS,TGB Banquets And Hotels Limited,7.13,8.07,-5.42,-3.62,0.0
THACKER,Thacker & Company Limited,-21.94,13.09,2.24,4.28,0.0
THAKDEV,Thakkers Developers Limited,-6.49,5.7,0.51,-2.59,0.0
THANGAMAYL,Thangamayil Jewellery Limited,-8.73,10.9,0.38,-1.65,0.0
THEINVEST,The Investment Trust Of India Limited,11.93,7.93,-7.62,-3.66,0.0
THEJO,Thejo Engineering Limited,-12.09,0.01,-1.39,-2.4,0.0
THELEELA,Leela Palaces Hotels & Resorts Limited,-7.98,-4.94,9.47,6.24,0.0
THEMISMED,Themis Medicare Limited,12.65,-8.83,-8.72,-5.86,3.9
THERMAX,Thermax Limited,10.3,-5.42,-2.67,1.94,0.0
THOMASCOOK,Thomas Cook  (India)  Limited,-1.1,-1.39,-1.39,-4.04,-0.5
THOMASCOTT,Thomas Scott (India) Limited,8.74,-9.33,-1.88,-1.2,0.0
THYROCARE,Thyrocare Technologies Limited,-5.88,-4.39,8.89,5.46,0.0
TI,Tilaknagar Industries Limited,5.42,1.11,0.62,3.52,0.0
TICL,Twamev Construction and Infrastructure Limited,-9.98,17.42,3.62,2.24,0.0
TIGERLOGS,Tiger Logistics (India) Limited,-0.36,-8.25,13.73,8.89,0.0
TIIL,Technocraft Industries (India) Limited,3.76,-11.2,-2.22,1.86,0.0
TIINDIA,Tube Investments of India Limited,9.13,-12.31,0.48,-3.04,0.0
TIJARIA,Tijaria Polypipes Limited,-2.49,4.94,-4.46,-1.72,-5.6
TIL,TIL Limited,-6.82,-0.93,16.07,9.91,14.9
TIMETECHNO,Time Technoplast Limited,4.54,-8.54,-1.74,-2.01,0.0
TIMEX,Timex Group India Limited,-14.07,15.55,-0.89,-0.64,0.0
TIMKEN,Timken India Limited,2.35,2.52,-2.58,-1.81,0.0
TINNARUBR,Tinna Rubber and Infrastructure Limited,13.39,-3.34,-3.91,-6.72,0.0
TIPSFILMS,Tips Films Limited,8.21,-7.18,12.75,11.81,0.0
TIPSMUSIC,Tips Music Limited,4.89,-4.54,2.02,1.44,0.0
TIRUMALCHM,Thirumalai Chemicals Limited,12.19,-8.44,-1.38,2.39,-6.9
TIRUPATIFL,Tirupati Forge Limited,-1.23,-11.46,5.27,2.22,0.0
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,17.05,1.83,-13.54,-8.9,0.0
TITAN,Titan Company Limited,-15.01,10.48,5.48,4.96,14.1
TMB,Tamilnad Mercantile Bank Limited,-8.51,-5.88,5.9,2.03,0.0
TMCV,Tata Motors Limited,12.14,-6.19,2.37,-0.31,0.0
TMPV,Tata Motors Passenger Vehicles Limited,23.55,-8.82,-13.12,-8.27,1.8
TNPETRO,Tamilnadu PetroProducts Limited,17.82,-5.28,-5.85,-1.22,0.0
TNPL,Tamil Nadu Newsprint & Papers Limited,-11.03,8.18,-6.18,-5.29,0.0
TNTELE,Tamilnadu Telecommunication Limited,2.22,11.56,-7.8,-5.22,0.0
TOKYOPLAST,Tokyo Plast International Limited,-12.96,-10.49,11.97,8.18,0.0
TOLINS,Tolins Tyres Limited,-14.39,11.03,4.63,1.49,0.0
TORNTPHARM,Torrent Pharmaceuticals Limited,-1.49,5.64,4.94,3.37,0.0
TORNTPOWER,Torrent Power Limited,-8.74,1.48,-0.84,-2.48,0.0
TOTAL,Total Transport Systems Limited,-6.62,9.19,-12.17,-9.85,10.2
TOUCHWOOD,Touchwood Entertainment Limited,-9.5,0.71,3.81,2.34,-13.0
TPHQ,Teamo Productions HQ Limited,7.19,-11.02,2.7,0.34,0.0
TPLPLASTEH,TPL Plastech Limited,0.89,14.55,-18.09,-13.06,5.6
TRACXN,Tracxn Technologies Limited,2.38,5.55,-17.8,-12.12,-6.7
TRANSPEK,Transpek Industry Limited,-21.63,14.47,11.08,5.54,-14.2
TRANSRAILL,Transrail Lighting Limited,-4.33,-7.59,1.72,0.47,-14.2
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,-16.71,16.91,-1.12,1.52,0.0
TRAVELFOOD,Travel Food Services Limited,12.53,-12.87,-4.74,-4.89,0.0
TREEHOUSE,Tree House Education & Accessories Limited,6.92,2.25,-12.17,-9.23,0.0
TREJHARA,TREJHARA SOLUTIONS LIMITED,2.6,14.39,0.18,0.99,0.0
TREL,Transindia Real Estate Limited,-13.56,13.93,1.5,-0.82,0.0
TRENT,Trent Limited,-9.83,10.57,9.58,4.34,0.0
TRF,TRF Limited,-8.83,-5.48,6.41,8.06,11.0
TRIDENT,Trident Limited,2.09,-4.7,3.5,4.1,0.0
TRIGYN,Trigyn Technologies Limited,2.62,0.86,5.67,4.15,0.0
TRITURBINE,Triveni Turbine Limited,6.1,6.98,-13.73,-8.05,-4.3
TRIVENI,Triveni Engineering & Industries Limited,-16.93,3.24,4.37,4.49,0.0
TRU,TruCap Finance Limited,-12.56,-7.8,10.12,7.37,0.0
TRUALT,TruAlt Bioenergy Limited,-20.07,1.37,3.67,3.44,0.0
TSFINV,TSF INVESTMENTS LIMITED,30.27,-17.71,-4.25,-6.54,0.0
TTKHLTCARE,TTK Healthcare Limited,8.87,-8.28,-0.08,0.33,-4.5
TTKPRESTIG,TTK Prestige Limited,-6.52,2.42,-1.05,0.06,9.9
TTL,T T Limited,4.39,-4.13,3.9,1.15,1.4
TTML,Tata Teleservices (Maharashtra) Limited,-7.69,-4.66,2.45,2.29,0.0
TURTLEMINT,Turtlemint Fintech Solutions Limited,13.48,-13.25,1.87,-0.28,-8.6
TVSELECT,TVS Electronics Limited,-6.72,9.51,-3.22,-0.09,0.0
TVSHLTD,TVS Holdings Limited,-3.43,-16.71,5.6,3.53,0.0
TVSMOTOR,TVS Motor Company Limited,-9.98,6.82,-3.72,-2.56,0.0
TVSSCS,TVS Supply Chain Solutions Limited,3.87,4.7,-9.19,-10.55,0.0
TVSSRICHAK,TVS Srichakra Limited,7.17,-7.05,2.38,1.46,-2.7
TVTODAY,TV Today Network Limited,9.21,9.44,-8.72,-3.2,0.0
TVVISION,TV Vision Limited,0.86,-0.74,-8.47,-3.23,0.0
UBL,United Breweries Limited,0.86,1.49,-9.27,-4.91,0.0
UCAL,UCAL LIMITED,3.59,-3.35,12.21,7.84,0.0
UCOBANK,UCO Bank,11.79,11.71,-10.96,-9.73,0.0
UDS,Updater Services Limited,14.21,0.75,-5.57,-4.98,0.0
UEL,Ujaas Energy Limited,5.89,-16.02,13.08,9.61,0.0
UFBL,United Foodbrands Limited,24.47,-17.27,-7.07,-4.57,0.0
UFLEX,UFLEX Limited,2.34,-4.77,0.33,-0.2,0.0
UFO,UFO Moviez India Limited,-1.9,10.68,-7.77,-4.16,0.0
UGARSUGAR,The Ugar Sugar Works Limited,-4.49,2.17,-0.15,0.99,0.0
UGROCAP,Ugro Capital Limited,27.71,-1.55,-17.98,-9.73,-9.0
UJJIVANSFB,Ujjivan Small Finance Bank Limited,-5.36,15.11,-5.76,-6.14,0.0
ULTRACEMCO,UltraTech Cement Limited,-5.24,4.32,-1.43,-0.98,0.0
ULTRAMAR,Ultramarine & Pigments Limited,3.21,-0.85,-4.39,-4.73,0.0
UMAEXPORTS,Uma Exports Limited,-7.73,9.08,3.45,4.83,0.0
UMESLTD,Usha Martin Education & Solutions Limited,4.55,4.52,-5.37,-0.86,3.8
UMIYA-MRO,UMIYA BUILDCON LIMITED,-2.3,-8.05,0.4,-0.5,0.0
UNICHEMLAB,Unichem Laboratories Limited,-6.37,10.45,-2.54,-2.56,0.0
UNIDT,United Drilling Tools Limited,-10.37,15.11,-14.17,-9.8,0.0
UNIECOM,Unicommerce Esolutions Limited,-9.0,19.63,-4.42,-2.69,0.0
UNIENTER,Uniphos Enterprises Limited,0.1,2.93,-3.52,-1.27,0.0
UNIINFO,Uniinfo Telecom Services Limited,12.51,-10.7,-2.49,-2.9,0.0
UNIMECH,Unimech Aerospace and Manufacturing Limited,-1.85,-10.68,0.74,1.77,8.5
UNIONBANK,Union Bank of India,12.4,-8.97,-7.72,-5.71,1.7
UNIPARTS,Uniparts India Limited,-15.08,-4.87,14.4,8.97,2.5
UNITDSPR,United Spirits Limited,6.85,3.42,-7.64,-7.35,0.0
UNITECH,Unitech Limited,14.46,6.04,-4.53,-2.24,0.0
UNITEDPOLY,United Polyfab Gujarat Limited,-1.44,-9.32,8.28,3.19,0.0
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,0.67,-4.39,-1.13,-1.65,0.0
UNIVAFOODS,Univa Foods Limited,5.15,-0.81,-3.97,-1.48,0.0
UNIVASTU,Univastu India Limited,-11.85,-3.08,8.04,3.48,0.0
UNIVCABLES,Universal Cables Limited,8.91,-1.79,1.92,-1.04,0.0
UNIVPHOTO,Universus Photo Imagings Limited,-7.3,17.2,8.59,4.48,0.0
UNOMINDA,UNO Minda Limited,-11.7,0.26,0.11,0.23,0.0
UPL,UPL Limited,12.34,4.42,-9.24,-2.56,0.0
URAVIDEF,Uravi Defence and Technology Limited,-8.46,-4.89,4.27,2.57,0.0
URBANCO,Urban Company Limited,2.37,1.87,0.55,0.53,0.0
URJA,Urja Global Limited,19.72,2.47,-8.94,-5.64,0.0
USHAMART,Usha Martin Limited,-17.08,0.55,10.38,8.29,0.0
USK,Udayshivakumar Infra Limited,4.72,-7.06,4.02,4.23,0.0
UTIAMC,UTI Asset Management Company Limited,1.42,-5.23,-0.76,-0.2,0.0
UTKARSHBNK,Utkarsh Small Finance Bank Limited,-6.34,-10.84,12.32,6.6,0.0
UTLSOLAR,Fujiyama Power Systems Limited,0.42,-1.23,1.29,-0.34,-1.3
UTTAMSUGAR,Uttam Sugar Mills Limited,4.95,-0.57,2.85,4.65,0.0
UYFINCORP,U. Y. Fincorp Limited,-13.71,4.88,-2.04,1.68,0.0
V2RETAIL,V2 Retail Limited,-1.47,-1.4,-8.55,-8.62,0.0
VADILALIND,Vadilal Industries Limited,8.61,-1.2,-14.6,-8.7,-6.8
VAIBHAVGBL,Vaibhav Global Limited,11.72,-6.24,-9.4,-6.11,0.0
VAISHALI,Vaishali Pharma Limited,-0.12,12.19,-13.27,-6.56,-12.2
VAKRANGEE,Vakrangee Limited,-8.06,-9.64,8.85,6.78,0.0
VALIANTLAB,Valiant Laboratories Limited,3.09,-2.44,-4.22,-2.48,0.0
VALIANTORG,Valiant Organics Limited,1.26,0.26,-1.68,-1.75,0.0
VAML,Vedanta Aluminium Metal Limited,-6.85,-8.33,-1.59,-5.25,-14.9
VARDHACRLC,Vardhman Acrylics Limited,-4.42,3.51,2.0,2.01,0.0
VARDMNPOLY,Vardhman Polytex Limited,-11.41,6.12,-0.13,-1.57,0.0
VARROC,Varroc Engineering Limited,-1.63,2.5,0.39,0.07,0.0
VASCONEQ,Vascon Engineers Limited,0.74,2.25,0.8,1.77,-1.4
VASWANI,Vaswani Industries Limited,0.51,9.66,-8.16,-0.83,0.0
VBL,Varun Beverages Limited,-8.3,7.14,0.66,-1.53,0.0
VCL,Vaxtex Cotfab Limited,-15.16,25.3,-5.1,-1.63,0.0
VEDL,Vedanta Limited,-5.62,3.28,-0.3,0.36,0.0
VEDPOWER,Vedanta Power Limited,15.61,-8.63,-10.8,-4.22,0.0
VEEDOL,Veedol Corporation Limited,-19.94,10.94,-0.78,-0.99,0.0
VELJAN,Veljan Denison Limited,19.4,-18.64,-6.82,-1.8,0.0
VENKEYS,Venky's (India) Limited,-3.71,9.62,-9.1,-6.58,0.0
VENTIVE,Ventive Hospitality Limited,-3.77,7.02,2.3,5.63,0.0
VENUSPIPES,Venus Pipes & Tubes Limited,1.02,-1.03,2.01,3.61,0.0
VENUSREM,Venus Remedies Limited,-0.01,-13.42,9.65,7.51,0.0
VERANDA,Veranda Learning Solutions Limited,6.45,4.54,-8.06,-3.09,0.0
VERTOZ,Vertoz Limited,-7.43,14.46,0.92,-3.86,0.0
VESUVIUS,Vesuvius India Limited,-6.45,7.76,7.61,3.74,0.0
VETO,Veto Switchgears And Cables Limited,3.41,-1.53,-0.59,1.05,0.0
VGL,VARVEE GLOBAL LIMITED,-0.29,-2.1,6.59,5.45,0.0
VGUARD,V-Guard Industries Limited,5.3,14.43,-2.5,-1.59,0.0
VHL,Vardhman Holdings Limited,11.47,-4.69,-11.71,-4.43,0.0
VHLTD,Viceroy Hotels Limited,-1.91,4.4,3.06,1.65,0.0
VIDHIING,Vidhi Specialty Food Ingredients Limited,-23.08,12.19,7.33,5.72,0.0
VIDYAWIRES,Vidya Wires Limited,0.28,8.38,-10.51,-8.81,0.0
VIJAYA,Vijaya Diagnostic Centre Limited,5.21,-11.17,6.55,4.52,8.9
VIJIFIN,Viji Finance Limited,0.18,-8.65,10.84,3.94,0.0
VIKASECO,Vikas EcoTech Limited,23.86,-10.45,1.22,1.11,-7.2
VIKASLIFE,Vikas Lifecare Limited,-12.8,0.71,4.81,2.74,-8.9
VIKRAMSOLR,Vikram Solar Limited,-16.16,-8.79,6.6,3.54,0.0
VIKRAN,Vikran Engineering Limited,6.61,-4.47,3.47,0.3,0.0
VIMTALABS,Vimta Labs Limited,-3.18,-4.17,-4.24,-0.81,14.3
VINATIORGA,Vinati Organics Limited,13.38,13.2,-16.18,-12.55,0.0
VINCOFE,Vintage Coffee And Beverages Limited,-0.16,0.38,-1.41,-1.27,-5.6
VINDHYATEL,Vindhya Telelinks Limited,1.09,-12.38,6.34,3.6,0.0
